Department Name,Classification Name,Job Pay Rate,Job Start Date,Yrs Svc,Job Employer Status,Address Zip Code
RESOURCE CENTER,"SUPERVISOR, ADMINIST",75.481,3/13/1989,31.917,Active Full Time,91737
RESOURCE CENTER,"SUPERVISOR, ADMINIST",64.904,12/16/2019,1.167,Per Diem - LOA,92871
RESOURCE CENTER,"SUPERVISOR, ADMINIST",67.822,5/8/1996,24.75,Active Part Time,91724
RESOURCE CENTER,"SUPERVISOR, ADMINIST",66.231,11/3/2015,5.25,Active Part Time,91789
RESOURCE CENTER,"SUPERVISOR, ADMINIST",64.616,7/8/2020,0.583,Active Part Time,92336
PATIENT ACCESS SERVI,"SUPERVISOR, ADMITTIN",32.82,9/14/2015,5.417,Active Full Time,91792
PATIENT ACCESS SERVI,"SUPERVISOR, ADMITTIN",39.62,7/1/1997,23.583,RFT - LOA > 30 da,92377
PATIENT ACCESS SERVI,"SUPERVISOR, ADMITTIN",41.828,3/10/2008,12.917,Active Full Time,92404
PATIENT ACCESS SERVI,"SUPERVISOR, ADMITTIN",33.886,8/14/2000,20.5,Active Full Time,92337
INFORMATION SERVICES,"SUPERVISOR, APPLICAT",63.756,4/14/1997,23.833,Active Full Time,92505
CANCER REGISTRY,"SUPERVISOR, CANCER R",42.769,4/5/2016,4.833,Active Full Time,92620
FINANCE ADMINISTRATI,"SUPERVISOR, CAPITATI",33.51,3/6/2012,8.917,Active Full Time,92571
UTILIZATION MANAGEME,"SUPERVISOR, CASE MAN",29.702,7/25/2001,19.583,Active Full Time,91710
CATH LAB,"SUPERVISOR, CATH LAB",41.123,9/8/1997,23.417,Active Full Time,91763
CLINICAL PASTORAL ED,"SUPERVISOR, CHAPLAIN",52.814,10/9/2006,14.333,Active Full Time,91711
EMERGENCY DEPT,"SUPERVISOR, CLINICAL",80.002,12/13/1999,21.167,Active Full Time,92882
EMERGENCY DEPT,"SUPERVISOR, CLINICAL",82.002,9/10/2012,8.417,Active Full Time,92377
DOU3 - PCCU,"SUPERVISOR, CLINICAL",78.759,3/28/1988,32.917,Active Full Time,92325
MEDSURG 5 - (5 CENTR,"SUPERVISOR, CLINICAL",74.085,7/18/2001,19.583,Active Full Time,91750
CHILDREN'S OUTPATIEN,"SUPERVISOR, CLINICAL",74.085,7/16/1990,30.583,Active Full Time,91784
EMERGENCY DEPT,"SUPERVISOR, CLINICAL",71.636,9/13/2010,10.417,Active Regular Pa,92324
LDRP O.R.,"SUPERVISOR, CLINICAL",70.517,4/11/1988,32.833,Active Full Time,91764
ICU,"SUPERVISOR, CLINICAL",79.191,5/14/2001,19.75,Active Full Time,91767
EMERGENCY DEPT,"SUPERVISOR, CLINICAL",90.467,8/13/1984,36.5,Active Full Time,92544
LDRP O.R.,"SUPERVISOR, CLINICAL",73.726,8/3/1987,33.5,Active Full Time,91765
NICU,"SUPERVISOR, CLINICAL",72.28,7/8/1985,35.583,Active Full Time,91737
LDRP,"SUPERVISOR, CLINICAL",81.122,4/14/1997,23.833,Active Full Time,91701
DOU3 - PCCU,"SUPERVISOR, CLINICAL",73.875,8/11/2008,12.5,Active Full Time,92880
LDRP,"SUPERVISOR, CLINICAL",70.517,2/8/1982,39.0,RFT - LOA > 30 da,91710
NICU,"SUPERVISOR, CLINICAL",85.227,6/14/1993,27.667,Active Full Time,91766
DOU3 - PCCU,"SUPERVISOR, CLINICAL",83.15,5/11/1987,33.75,Active Full Time,91701
EMERGENCY DEPT,"SUPERVISOR, CLINICAL",73.434,7/14/2003,17.583,Active Full Time,91740
SWEET SUCCESS,"SUPERVISOR, CLINICAL",68.463,6/28/1993,27.667,RFT - LOA > 30 da,91710
NICU,"SUPERVISOR, CLINICAL",65.495,4/13/2020,0.833,Active Full Time,92883
NICU,"SUPERVISOR, CLINICAL",72.28,2/11/1991,30.0,Active Full Time,91786
SATELLITE CENTRAL BI,"SUPERVISOR, CODING C",47.598,8/20/2018,2.5,Active Full Time,91709
CONTRACT BILLING,"SUPERVISOR, CONTRACT",41.636,5/25/1998,22.75,Active Full Time,92870
CONTRACT BILLING,"SUPERVISOR, CONTRACT",37.766,9/28/2007,13.417,Active Full Time,92821
MEDI-CAL BILLING,"SUPERVISOR, CONTRACT",41.636,3/30/1998,22.917,Active Full Time,91706
CREDIT & COLLECTIONS,"SUPERVISOR, CREDIT &",41.636,2/25/2002,19.0,Active Full Time,92585
UTILIZATION MANAGEME,"SUPERVISOR, DENIALS",78.553,10/14/2019,1.333,Active Full Time,91764
RADIOLOGY-DIAG,"SUPERVISOR, DIAGNOST",52.167,9/8/2006,14.417,Active Full Time,92880
RADIOLOGY-DIAG,"SUPERVISOR, DIAGNOST",47.043,7/27/2015,5.583,Active Full Time,91709
EVS,"SUPERVISOR, EVS",32.33,2/24/2020,1.0,Active Full Time,91766
PLANT OPERATIONS,"SUPERVISOR, FACILITI",45.122,9/8/2014,6.417,Active Full Time,92413
PLANT OPERATIONS,"SUPERVISOR, FACILITI",45.122,2/27/2014,7.0,Active Full Time,91763
MEDICARE BILLING,"SUPERVISOR, GOVERNME",35.967,7/22/2013,7.583,Active Full Time,91744
HUMAN RESOURCES,"SUPERVISOR, HUMAN RE",57.514,12/26/2001,19.167,Active Full Time,91764
LABORATORY,"SUPERVISOR, LABORATO",65.67,4/11/2016,4.833,Active Full Time,91709
LABORATORY,"SUPERVISOR, LABORATO",69.661,6/24/1985,35.667,Active Full Time,91737
BLOOD BANK,"SUPERVISOR, LABORATO",69.661,2/19/1980,41.0,Active Full Time,92336
LABORATORY,"SUPERVISOR, LABORATO",59.712,10/8/2018,2.333,Active Full Time,91789
LABORATORY,"SUPERVISOR, LABORATO",66.299,11/12/2007,13.25,Active Full Time,91765
LABORATORY,"SUPERVISOR, LABORATO",78.426,6/14/1999,21.667,Active Full Time,91765
FAMILY ED & RESOURCE,"SUPERVISOR, LACTATIO",70.557,1/4/1993,28.083,Active Full Time,91701
LABORATORY,"SUPERVISOR, OUTPATIE",51.766,7/8/1996,24.583,Active Full Time,92336
TRAUMA SERVICES,"SUPERVISOR, PERFORMA",52.264,4/5/2016,4.833,Active Full Time,91709
PHYSICIAN BILLING,"SUPERVISOR, PHYSICIA",41.636,12/2/1991,29.167,Active Full Time,92413
PATIENT ACCESS SERVI,"SUPERVISOR, PRE SERV",35.535,2/7/2007,14.0,Active Full Time,92880
SECURITY,"SUPERVISOR, SECURITY",35.703,5/17/1990,30.75,Active Full Time,91786
SECURITY,"SUPERVISOR, SECURITY",31.977,4/13/2015,5.833,Active Full Time,91710
SECURITY,"SUPERVISOR, SECURITY",35.53,5/18/1992,28.75,Active Full Time,91786
MATERIALS MGNT ADMIN,"SUPERVISOR, STORES &",36.538,6/7/1993,27.667,Active Full Time,91709
PHARMACY,"SUPERVISOR, SUPPORT",29.325,1/16/2018,3.083,Active Full Time,91763
WAREHOUSE & RECEIVIN,"SUPERVISOR, WAREHOUS",36.89,12/30/2020,0.167,Active Full Time,91016
CARDIAC SURGERY,SURG TECH,33.258,2/10/2003,18.0,Active Regular Pa,91792
SURGERY OP PAVILION,SURG TECH,24.818,4/30/2019,1.833,Active Full Time,91792
SURGERY,SURG TECH,23.637,1/11/2021,0.083,Active Full Time,92584
LDRP,SURG TECH,27.149,5/9/2011,9.75,Active Full Time,92376
SURGERY,SURG TECH,33.258,4/20/2020,0.833,Active Full Time,91711
LDRP,SURG TECH,28.507,3/2/1977,43.917,Active Full Time,91767
LDRP,SURG TECH,27.149,7/11/2011,9.583,Active Part Time,91706
SURGERY,SURG TECH II,36.249,7/10/2006,14.583,Active Full Time,91711
SURGERY,SURG TECH II,32.879,1/26/2015,6.083,Active Full Time,91737
SURGERY,SURG TECH II,28.402,9/14/2020,0.417,Active Full Time,91748
SURGERY OP PAVILION,SURG TECH II,31.313,2/7/2013,8.0,Active Full Time,91766
SURGERY,SURG TECH II,36.249,4/11/2011,9.833,RFT - LOA > 30 da,92324
SURGERY,SURG TECH II,36.249,12/4/2006,14.167,Active Full Time,92571
SURGERY,SURG TECH II,36.249,8/11/2014,6.5,RFT - LOA > 30 da,91767
SURGERY,SURG TECH II,31.313,9/14/2015,5.417,Active Regular Pa,92373
SURGERY,SURG TECH II,31.313,1/23/2017,4.083,Active Full Time,92223
SURGERY OP PAVILION,SURG TECH II,29.822,8/14/2017,3.5,Active Full Time,91762
SURGERY OP PAVILION,SURG TECH II,36.249,4/10/2017,3.833,Active Full Time,92320
SURGERY,SURG TECH II,29.822,12/29/2016,4.167,Active Full Time,91792
SURGERY,SURG TECH II,38.062,6/4/1984,36.667,Active Regular Pa,92551
SURGERY,SURG TECH II,32.879,8/31/2020,0.5,Active Full Time,91790
SURGERY,SURG TECH II,36.249,8/31/2011,9.5,Active Part Time,91722
SURGERY,SURG TECH II,29.822,2/6/2017,4.0,Active Full Time,91730
SURGERY,SURG TECH II,31.313,2/22/2016,5.0,Active Full Time,90660
SURGERY OP PAVILION,SURG TECH II,28.402,11/14/2016,4.25,Active Regular Pa,92313
SURGERY,SURG TECH II,25.762,11/16/2020,0.25,Active Full Time,91750
SURGERY,SURG TECH II,36.249,10/10/2016,4.333,Active Full Time,91711
SURGERY,SURG TECH II,36.249,9/14/2020,0.417,Active Full Time,90631
INFORMATION SERVICES,SYSTEMS ANALYST II,46.117,1/3/2007,14.083,Active Full Time,91730
INFORMATION SERVICES,SYSTEMS ANALYST II,50.844,5/2/2016,4.75,Active Full Time,92701
INFORMATION SERVICES,SYSTEMS ANALYST II,41.83,11/10/2014,6.25,Active Full Time,91786
INFORMATION SERVICES,SYSTEMS ANALYST II,41.83,7/27/2011,9.583,Active Full Time,92371
INFORMATION SERVICES,SYSTEMS ANALYST II,46.117,12/4/2012,8.167,Active Full Time,92394
INFORMATION SERVICES,SYSTEMS ANALYST II,41.83,6/12/2017,3.667,Active Full Time,92860
INFORMATION SERVICES,SYSTEMS ANALYST II,43.921,2/13/2012,9.0,Active Full Time,92336
INFORMATION SERVICES,SYSTEMS ANALYST III,54.636,11/30/2005,15.25,Active Full Time,91786
INFORMATION SERVICES,SYSTEMS ANALYST III,52.084,4/16/2007,13.833,Active Full Time,92880
INFORMATION SERVICES,SYSTEMS ANALYST III,53.412,11/14/2011,9.25,Active Full Time,91711
INFORMATION SERVICES,SYSTEMS ANALYST III,55.059,4/23/2012,8.833,Active Full Time,91706
INFORMATION SERVICES,SYSTEMS ANALYST III,52.084,12/13/2010,10.167,Active Full Time,92883
INFORMATION SERVICES,SYSTEMS ANALYST III,58.253,8/13/2012,8.5,Active Full Time,91786
INFORMATION SERVICES,SYSTEMS ANALYST III,54.991,11/22/2004,16.25,Active Full Time,91710
INFORMATION SERVICES,SYSTEMS ANALYST III,54.327,3/23/2020,0.917,Active Full Time,91763
INFORMATION SERVICES,SYSTEMS ANALYST III,53.388,11/9/2009,11.25,Active Full Time,91761
INFORMATION SERVICES,SYSTEMS ANALYST III,62.149,8/17/2009,11.5,Active Full Time,91791
INFORMATION SERVICES,SYSTEMS ANALYST III,53.573,4/7/2010,10.833,Active Full Time,91773
INFORMATION SERVICES,SYSTEMS ENGINEER III,54.794,11/12/2007,13.25,Active Full Time,91709
INFORMATION SERVICES,SYSTEMS ENGINEER III,53.198,11/15/2010,10.25,Active Full Time,92879
INFORMATION SERVICES,SYSTEMS ENGINEER III,56.909,5/19/2008,12.75,Active Full Time,91709
INFORMATION SERVICES,SYSTEMS ENGINEER III,52.94,10/28/2019,1.333,Active Full Time,91784
INFORMATION SERVICES,SYSTEMS ENGINEER III,53.198,10/11/2004,16.333,Active Full Time,91764
INFORMATION SERVICES,SYSTEMS ENGINEER III,51.648,8/6/2018,2.5,Active Full Time,91214
PLANT MAINTENANCE BI,"TECHNICIAN I, BIO ME",21.967,1/4/2021,0.083,Active Full Time,91709
PLANT MAINTENANCE BI,"TECHNICIAN II, BIO M",43.494,9/2/1980,40.417,Active Full Time,91750
PLANT MAINTENANCE BI,"TECHNICIAN II, BIO M",41.423,7/10/2006,14.583,Active Regular Pa,92509
PLANT MAINTENANCE BI,"TECHNICIAN II, BIO M",41.423,8/13/2018,2.5,Active Full Time,91766
PLANT MAINTENANCE BI,"TECHNICIAN III, BIO",43.958,4/11/2005,15.833,Active Full Time,92336
PLANT MAINTENANCE BI,"TECHNICIAN III, BIO",43.958,11/27/2012,8.25,Active Full Time,91745
PLANT MAINTENANCE BI,"TECHNICIAN III, BIO",43.958,11/27/2012,8.25,Active Full Time,91790
ANESTHESIA,"TECHNICIAN, ANESTHES",32.245,4/11/1994,26.833,Active Full Time,91767
HEALTH INFO MGNT,"TECHNICIAN, HIM DATA",31.441,1/3/2006,15.083,Active Full Time,91773
HEALTH INFO MGNT,"TECHNICIAN, HIM DATA",31.441,3/31/2008,12.917,Active Full Time,92223
HEALTH INFO MGNT,"TECHNICIAN, HIM DATA",29.944,8/13/2007,13.5,Active Full Time,91768
STERILE PROCESSING,"TECHNICIAN, LEAD STE",29.126,2/9/2015,6.0,Active Full Time,90301
STERILE PROCESSING,"TECHNICIAN, LEAD STE",29.126,9/26/2007,13.417,Active Full Time,91722
HEALTH INFO MGNT,"TECHNICIAN, MEDICAL",30.33,7/6/1989,31.583,Active Full Time,91786
HEALTH INFO MGNT,"TECHNICIAN, MEDICAL",28.885,1/29/2001,20.083,Active Full Time,92334
HEALTH INFO MGNT,"TECHNICIAN, MEDICAL",28.885,7/27/2004,16.583,Active Full Time,92570
HEALTH INFO MGNT,"TECHNICIAN, MEDICAL",28.885,8/13/2001,19.5,Active Full Time,92567
PHARMACY,"TECHNICIAN, PHARMACY",26.586,12/27/2016,4.167,Active Full Time,92882
PHARMACY,"TECHNICIAN, PHARMACY",26.586,3/7/2017,3.917,Active Full Time,91711
MASTER PLANNING,"TECHNICIAN, PROJECT",46.388,6/15/1981,39.667,Active Full Time,92324
EMERGENCY DEPT,"TECHNICIAN, PSYCHIAT",30.224,5/14/2018,2.75,RFT - LOA Workers,91709
EMERGENCY DEPT,"TECHNICIAN, PSYCHIAT",24.866,12/9/2019,1.167,Active Part Time,91786
EMERGENCY DEPT,"TECHNICIAN, PSYCHIAT",30.224,11/11/2019,1.25,Active Part Time,92377
EMERGENCY DEPT,"TECHNICIAN, PSYCHIAT",28.785,4/8/2019,1.833,Active Part Time,92395
EMERGENCY DEPT,"TECHNICIAN, PSYCHIAT",27.414,12/9/2019,1.167,Active Part Time,92407
EMERGENCY DEPT,"TECHNICIAN, PSYCHIAT",23.682,7/9/2018,2.583,Active Full Time,91709
EMERGENCY DEPT,"TECHNICIAN, PSYCHIAT",30.224,6/11/2018,2.667,Active Regular Pa,91766
EMERGENCY DEPT,"TECHNICIAN, PSYCHIAT",26.109,5/14/2018,2.75,Active Full Time,91766
EMERGENCY DEPT,"TECHNICIAN, PSYCHIAT",30.224,4/8/2019,1.833,Active Part Time,91709
INFORMATION SERVICES,"TECHNICIAN, SERVICE",28.77,6/5/2017,3.667,Active Full Time,91746
INFORMATION SERVICES,"TECHNICIAN, SERVICE",27.393,3/2/2020,0.917,Active Regular Pa,91764
INFORMATION SERVICES,"TECHNICIAN, SERVICE",33.301,9/17/2018,2.417,Active Full Time,90731
INFORMATION SERVICES,"TECHNICIAN, SERVICE",33.301,3/11/2002,18.917,Active Full Time,91792
INFORMATION SERVICES,"TECHNICIAN, SERVICE",27.393,6/11/2018,2.667,Active Full Time,92555
INFORMATION SERVICES,"TECHNICIAN, SERVICE",34.966,8/2/1979,41.5,Active Full Time,91709
INFORMATION SERVICES,"TECHNICIAN, SERVICE",28.77,10/21/2019,1.333,Active Full Time,91767
STORES & DISTRIBUTIO,"TECHNICIAN, SURGERY",21.854,8/1/2017,3.5,Active Full Time,91766
RADIOLOGY-SCAN,"TECHNOLOGIST, CT",50.927,1/2/2018,3.083,Active Full Time,91764
RADIOLOGY-SCAN,"TECHNOLOGIST, CT",43.992,8/24/2020,0.5,Active Full Time,91730
RADIOLOGY-SCAN,"TECHNOLOGIST, CT",41.896,1/11/2016,5.083,Active Regular Pa,91784
RADIOLOGY-SCAN,"TECHNOLOGIST, CT",50.927,9/8/2006,14.417,Active Full Time,92336
RADIOLOGY-SCAN,"TECHNOLOGIST, CT",50.927,11/11/2013,7.25,Active Full Time,91739
RAD CT SCAN CHINO HI,"TECHNOLOGIST, CT",50.927,9/12/2011,9.417,Active Full Time,91701
RADIOLOGY-SCAN,"TECHNOLOGIST, CT",50.927,1/8/2018,3.083,Active Full Time,92336
RADIOLOGY-SCAN,"TECHNOLOGIST, CT",50.927,2/13/2017,4.0,Active Regular Pa,91737
CLAREMONT HC RAD CT,"TECHNOLOGIST, CT",50.927,6/11/2001,19.667,Active Full Time,91786
RADIOLOGY-SCAN,"TECHNOLOGIST, CT",53.473,3/31/1980,40.917,Active Full Time,92672
RADIOLOGY-SCAN,"TECHNOLOGIST, CT",38.001,1/8/2018,3.083,Active Regular Pa,91789
RADIOLOGY-SCAN,"TECHNOLOGIST, CT",41.896,1/11/2016,5.083,Active Regular Pa,92337
LAVERNE HC RAD CT SC,"TECHNOLOGIST, CT",50.927,9/12/2011,9.417,Active Full Time,91730
RADIOLOGY-SCAN,"TECHNOLOGIST, CT",50.927,9/12/2005,15.417,Active Full Time,91790
SLEEP CENTER,"TECHNOLOGIST, LEAD P",44.162,12/2/2019,1.167,Active Full Time,91767
RADIOLOGY-MRI,"TECHNOLOGIST, M.R.I.",54.376,9/10/2018,2.417,Active Regular Pa,92354
RADIOLOGY-MRI,"TECHNOLOGIST, M.R.I.",54.376,1/26/2000,21.083,Active Full Time,91752
RADIOLOGY-MRI,"TECHNOLOGIST, M.R.I.",54.376,11/3/2014,6.25,Active Regular Pa,92377
CEN AVE MRI,"TECHNOLOGIST, M.R.I.",54.376,10/12/2015,5.333,Active Part Time,90631
LAVERNE HC RAD MRI,"TECHNOLOGIST, M.R.I.",57.095,12/13/1982,38.167,Active Full Time,91786
CEN AVE MRI,"TECHNOLOGIST, M.R.I.",54.376,5/18/2015,5.75,Active Part Time,91750
LAVERNE HC RAD MRI,"TECHNOLOGIST, M.R.I.",54.376,11/11/2013,7.25,Active Full Time,91773
RADIOLOGY-MRI,"TECHNOLOGIST, M.R.I.",57.095,9/19/1983,37.417,Active Regular Pa,92407
RAD MAMM CHINO HILLS,"TECHNOLOGIST, MAMMOG",54.776,12/26/1984,36.167,Active Full Time,91710
BREAST HEALTH CENTER,"TECHNOLOGIST, MAMMOG",52.168,10/28/2002,18.333,Active Full Time,92336
LAVERNE HC RAD MAMMO,"TECHNOLOGIST, MAMMOG",52.168,2/5/2018,3.0,RPT - LOA Workers,91750
CLAREMONT HC RAD MAM,"TECHNOLOGIST, MAMMOG",52.168,9/6/2006,14.417,Active Regular Pa,91784
BREAST HEALTH CENTER,"TECHNOLOGIST, MAMMOG",52.168,10/6/2014,6.333,Active Regular Pa,92532
BREAST HEALTH CENTER,"TECHNOLOGIST, MAMMOG",54.776,9/25/1989,31.417,Active Full Time,91710
SLEEP CENTER,"TECHNOLOGIST, POLYSO",28.792,1/18/2005,16.083,Active Full Time,91767
SURGERY OP PAVILION,"TECHNOLOGIST, RADIOL",51.247,4/10/2017,3.833,Active Full Time,91722
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",36.27,10/14/2020,0.333,Active Per Diem,92336
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",44.179,6/30/2005,15.667,Active Full Time,91750
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",39.893,4/8/2019,1.833,Active Per Diem,91730
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",36.345,7/10/2017,3.583,Active Regular Pa,92337
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",44.179,1/8/2018,3.083,Active Full Time,92704
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",43.884,10/29/2018,2.333,Active Per Diem,91730
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",44.179,10/13/2008,12.333,Active Full Time,92886
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",43.884,7/9/2018,2.583,Active Per Diem,91706
LAVERNE HC RAD DIAGN,"TECHNOLOGIST, RADIOL",46.388,10/7/1975,45.333,Active Full Time,91786
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",39.893,10/14/2019,1.333,Active Per Diem,91737
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",44.179,9/15/2014,6.417,Active Full Time,90019
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",43.884,7/10/2017,3.583,Active Per Diem,91761
CLAREMONT HC RAD DIA,"TECHNOLOGIST, RADIOL",44.179,8/23/2004,16.5,Active Regular Pa,92407
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",39.893,4/8/2019,1.833,Active Per Diem,91773
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",44.179,3/3/2003,17.917,Active Full Time,92377
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",40.071,11/19/2018,2.25,Active Regular Pa,92865
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",43.884,12/10/2018,2.167,Active Per Diem,91761
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",44.179,1/8/2018,3.083,Active Full Time,91730
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",46.388,9/13/1981,39.417,Active Full Time,91737
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",39.893,9/23/2019,1.417,Active Per Diem,92377
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",36.345,2/13/2017,4.0,Active Regular Pa,92336
RADIOLOGY DIAG CH CR,"TECHNOLOGIST, RADIOL",44.179,8/14/2000,20.5,Active Full Time,92860
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",46.388,2/19/1980,41.0,Active Full Time,91730
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",44.179,5/19/2004,16.75,Active Full Time,91737
RADIOLOGY DIAG CH GR,"TECHNOLOGIST, RADIOL",44.179,11/10/2003,17.25,Active Full Time,91730
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",44.179,7/23/2007,13.583,RFT - LOA Workers,91702
CLAREMONT HC RAD DIA,"TECHNOLOGIST, RADIOL",44.179,8/3/1998,22.5,Active Full Time,91730
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",43.884,7/20/2019,1.583,Active Per Diem,92807
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",44.179,8/23/2004,16.5,Active Full Time,91764
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",36.27,11/17/2020,0.25,Active Per Diem,92376
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",44.179,2/13/2017,4.0,Active Full Time,91709
RADIOLOGY-DIAG,"TECHNOLOGIST, RADIOL",44.179,9/10/2007,13.417,Active Full Time,91767
RADIOLOGY-ANGIOGRAPH,"TECHNOLOGIST, SPECIA",54.729,8/26/1996,24.5,Active Full Time,91763
RADIOLOGY-ANGIOGRAPH,"TECHNOLOGIST, SPECIA",57.466,9/12/1983,37.417,Active Full Time,91701
RADIOLOGY-ANGIOGRAPH,"TECHNOLOGIST, SPECIA",49.641,4/8/2019,1.833,Active Full Time,92336
RADIOLOGY-ANGIOGRAPH,"TECHNOLOGIST, SPECIA",40.839,11/4/2019,1.25,Active Full Time,91701
RADIOLOGY-ANGIOGRAPH,"TECHNOLOGIST, SPECIA",38.894,10/28/2019,1.333,Active Full Time,91709
SLEEP CENTER,"TECHNOLOGIST, SR POL",46.54,12/28/1987,33.167,Active Regular Pa,92555
SLEEP CENTER,"TECHNOLOGIST, SR POL",33.074,11/11/2019,1.25,Active Part Time,92691
SLEEP CENTER,"TECHNOLOGIST, SR POL",44.323,2/8/2016,5.0,Active Part Time,92337
SLEEP CENTER,"TECHNOLOGIST, SR POL",44.323,7/15/2019,1.583,Active Part Time,91016
SLEEP CENTER,"TECHNOLOGIST, SR POL",44.323,9/26/2008,12.417,Active Part Time,91722
SLEEP CENTER,"TECHNOLOGIST, SR POL",46.54,4/16/1990,30.833,Active Full Time,92508
SLEEP CENTER,"TECHNOLOGIST, SR POL",46.54,10/29/1990,30.333,Active Regular Pa,91737
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",52.647,8/10/2015,5.5,Active Regular Pa,91709
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",52.647,2/24/2003,18.0,Active Regular Pa,91786
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",52.647,5/4/2015,5.75,Active Full Time,92377
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",55.279,9/18/1990,30.417,Active Regular Pa,91785
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",52.647,8/10/2015,5.5,Active Full Time,91765
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",52.647,10/13/2014,6.333,Active Regular Pa,92377
LAVERNE HC RAD ULTRA,"TECHNOLOGIST, ULTRAS",52.647,3/26/2012,8.917,Active Full Time,91786
VASCULAR LAB,"TECHNOLOGIST, ULTRAS",52.647,5/5/2003,17.75,Active Full Time,92504
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",52.647,5/29/2018,2.75,Active Part Time,91752
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",52.647,2/9/2004,17.0,Active Full Time,91791
RAD-ULTRASOUND CHINO,"TECHNOLOGIST, ULTRAS",52.647,1/2/2001,20.083,Active Regular Pa,92821
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",52.647,1/30/2018,3.083,Active Full Time,92336
BREAST HEALTH CENTER,"TECHNOLOGIST, ULTRAS",52.647,9/11/2006,14.417,Active Regular Pa,91711
MONT ULTRASOUND,"TECHNOLOGIST, ULTRAS",55.279,9/16/1985,35.417,Active Full Time,91786
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",52.647,1/30/2018,3.083,Active Full Time,91786
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",37.415,4/20/2020,0.833,Active Regular Pa,91730
LAVERNE HC RAD ULTRA,"TECHNOLOGIST, ULTRAS",52.647,12/14/2015,5.167,RFT - LOA > 30 da,91791
RAD-ULTRASOUND CHINO,"TECHNOLOGIST, ULTRAS",52.647,12/29/2003,17.167,Active Full Time,92880
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",52.647,9/15/2008,12.417,Active Full Time,92503
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",52.647,9/29/2003,17.417,Active Regular Pa,91701
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",45.478,3/5/2018,2.917,Active Regular Pa,92407
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",47.752,9/6/2016,4.417,Active Regular Pa,92880
RADIOLOGY -ULTRASOUN,"TECHNOLOGIST, ULTRAS",47.752,2/5/2018,3.0,Active Regular Pa,92571
MONT ULTRASOUND,"TECHNOLOGIST, ULTRAS",52.647,11/28/2005,15.25,Active Regular Pa,91784
INFORMATION SERVICES,TELECOMMUNICATIONS T,42.97,3/14/1988,32.917,Active Full Time,91730
EMERGENCY DEPT,TEMIS CLERK,23.384,3/14/2011,9.917,Active Regular Pa,92308
RADIATION ONCOLOGY,"THERAPIST I, RADIATI",63.082,11/3/2011,9.25,Active Regular Pa,91762
RADIATION ONCOLOGY,"THERAPIST I, RADIATI",63.082,10/20/2003,17.333,Active Full Time,92870
RADIATION ONCOLOGY,"THERAPIST I, RADIATI",67.496,3/9/2020,0.917,Active Per Diem,92821
RADIATION ONCOLOGY,"THERAPIST I, RADIATI",67.496,8/31/2011,9.5,Active Per Diem,91786
